The Empty Man,2020,6.1,19531,Horror; Mystery; Thriller,,,,,,,,,
V/H/S,2012,5.8,59654,Horror; Thriller,,,,,,,,,
Monster Hunter,2020,5.3,47782,Action; Adventure; Fantasy,,,,,,,,,
Motherless Brooklyn,2019,6.8,51085,Crime; Drama; Mystery,,,,,,,,,
Her,2013,8,569643,Drama; Romance; Sci-Fi,,,,,,,,,
Captain America: Civil War,2016,7.8,711887,Action; Adventure; Sci-Fi,,,,,,,,,
Everybody Loves Raymond,2016,7.1,66871,Comedy,,,,,,,,,
Bombshell,2019,6.8,103589,Biography; Drama,,,,,,,,,
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,281909,Action; Adventure; Fantasy,,,,,,,,,
The Closer,2017,7.6,24259,Crime; Drama; Mystery,,,,,,,,,
6 Underground,2019,6.1,155099,Action; Thriller,,,,,,,,,
Insidious,2010,6.8,292636,Horror; Mystery; Thriller,,,,,,,,,
Beauty and the Beast,2017,7.1,289282,Adventure; Family; Fantasy,,,,,,,,,
Secretary,2002,7,88090,Comedy; Drama; Romance,,,,,,,,,
An American Werewolf in London,1981,7.5,99655,Comedy; Horror,,,,,,,,,
Jurassic World: Fallen Kingdom,2018,6.2,284218,Action; Adventure; Sci-Fi,,,,,,,,,
Legend,2015,6.9,167565,Biography; Crime; Drama,,,,,,,,,
Werewolves Within,2021,6,9310,Comedy; Horror,,,,,,,,,
National Lampoon's Animal House,1978,7.5,116601,Comedy,,,,,,,,,
The Haunting,1999,5,74101,Fantasy; Horror; Mystery,,,,,,,,,
Lady Bird,2017,7.4,262122,Comedy; Drama,,,,,,,,,
Ghostbusters,2016,6.5,213425,Action; Comedy; Fantasy,,,,,,,,,
Alien: Covenant,2017,6.4,266421,Horror; Sci-Fi; Thriller,,,,,,,,,
Sa-rang-eui bul-sa-chak,2017,8.7,19138,Adventure; Comedy; Romance,,,,,,,,,
Diamonds Are Forever,1971,6.6,101298,Action; Adventure; Thriller,,,,,,,,,
The Strangers,2008,6.2,124628,Horror; Mystery; Thriller,,,,,,,,,
Annihilation,2018,6.8,299235,Adventure; Drama; Horror,,,,,,,,,
Mr. Mercedes,2018,7.8,19250,Crime; Drama; Mystery,,,,,,,,,
Safe House,2012,6.7,215694,Action; Thriller,,,,,,,,,
Harley Quinn,2012,8.5,19404,Animation; Action; Adventure,,,,,,,,,
Batman,1989,7.5,352836,Action; Adventure,,,,,,,,,
Romeo + Juliet,1996,6.7,218911,Drama; Romance,,,,,,,,,
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,239785,Adventure; Drama; Fantasy,,,,,,,,,
Terminator 2: Judgment Day,1991,8.5,1036534,Action; Sci-Fi,,,,,,,,,
The Affair,1991,7.9,42952,Drama,,,,,,,,,
Dead Poets Society,1989,8.1,450878,Comedy; Drama,,,,,,,,,
Gremlins,1984,7.3,208469,Comedy; Fantasy; Horror,,,,,,,,,
Doctor Who,1984,8.4,36451,Adventure; Drama; Family,,,,,,,,,
The Babadook,2014,6.8,208551,Drama; Horror; Mystery,,,,,,,,,
Idiocracy,2006,6.6,153563,Adventure; Comedy; Sci-Fi,,,,,,,,,
Red Sparrow,2018,6.6,176235,Action; Drama; Thriller,,,,,,,,,
Stargate: Atlantis,2018,8.1,63512,Action; Adventure; Drama,,,,,,,,,
Resident Evil,2002,6.7,257886,Action; Horror; Sci-Fi,,,,,,,,,
Doc Martin,2002,8.3,14098,Comedy; Drama; Romance,,,,,,,,,
Casino,1995,8.2,489633,Crime; Drama,,,,,,,,,
Hellraiser,2022,No Rate,No Votes,Horror; Thriller,,,,,,,,,
The Owl House,2022,8.2,6139,Animation; Short; Action,,,,,,,,,
Life,2017,6.6,217612,Horror; Sci-Fi; Thriller,,,,,,,,,
Flight,2012,7.3,338701,Drama; Thriller,,,,,,,,,
Final Destination 3,2006,5.8,135910,Horror; Mystery; Thriller,,,,,,,,,
Office Space,1999,7.7,252755,Comedy,,,,,,,,,
Cruel Summer,1999,7.5,10578,Drama; Mystery; Thriller,,,,,,,,,
Darkest Hour,2017,7.4,186414,Biography; Drama; History,,,,,,,,,
Lovecraft Country,2020,7.1,36249,Drama; Fantasy; Horror,,,,,,,,,
Salò o le 120 giornate di Sodoma,1975,5.9,57264,Drama; Horror,,,,,,,,,
Interview with the Vampire: The Vampire Chronicles,1994,7.5,304969,Drama; Horror,,,,,,,,,
Boku no Hero Academia: World Heroes Mission,2021,7.8,449,Animation; Action; Adventure,,,,,,,,,
Law & Order: Criminal Intent,2021,7.4,24157,Crime; Drama; Mystery,,,,,,,,,
Tell Me Your Secrets,2021,7.4,7641,Crime; Drama; Mystery,,,,,,,,,
The Last Letter from Your Lover,2021,6.7,12083,Drama; Romance,,,,,,,,,
The Intouchables,2011,8.5,799654,Biography; Comedy; Drama,,,,,,,,,
The Magicians,2011,7.6,46959,Drama; Fantasy; Mystery,,,,,,,,,
The Fog,1980,6.8,69031,Horror; Thriller,,,,,,,,,
Body of Lies,2008,7.1,220568,Action; Drama; Thriller,,,,,,,,,
Boy Meets World,2008,8,40624,Comedy; Drama; Family,,,,,,,,,
Cidade de Deus,2002,8.6,723680,Crime; Drama,,,,,,,,,
Unfaithful,2002,6.7,84350,Drama; Romance; Thriller,,,,,,,,,
X-Men Origins: Wolverine,2009,6.6,483128,Action; Sci-Fi,,,,,,,,,
Gangs of London,2009,8.1,25111,Action; Crime; Drama,,,,,,,,,
The Fresh Prince of Bel-Air,2009,7.9,126998,Comedy,,,,,,,,,
Star Wars: Episode VII - The Force Awakens,2015,7.8,886828,Action; Adventure; Sci-Fi,,,,,,,,,
The Fast and the Furious: Tokyo Drift,2006,6,258007,Action; Crime; Thriller,,,,,,,,,
Ant-Man,2015,7.3,609889,Action; Adventure; Comedy,,,,,,,,,
Your Honor,2015,7.6,39369,Crime; Drama; Thriller,,,,,,,,,
Minari,2020,7.5,61889,Drama,,,,,,,,,
The Strain,2020,7.3,77922,Drama; Fantasy; Horror,,,,,,,,,
Final Destination 2,2003,6.2,159109,Horror; Thriller,,,,,,,,,
"Three Billboards Outside Ebbing Missouri",2017,8.1,468173,Comedy; Crime; Drama,,,,,,,,,
Rogue One,2016,7.8,582140,Action; Adventure; Sci-Fi,,,,,,,,,
Now You See Me,2013,7.2,622412,Crime; Mystery; Thriller,,,,,,,,,
American Hustle,2013,7.2,462992,Crime; Drama,,,,,,,,,
The Reader,2008,7.6,236664,Drama; Romance,,,,,,,,,
Captain Fantastic,2016,7.9,205967,Comedy; Drama,,,,,,,,,
A Beautiful Mind,2001,8.2,883637,Biography; Drama,,,,,,,,,
10 Things I Hate About You,1999,7.3,315247,Comedy; Drama; Romance,,,,,,,,,
The Witches of Eastwick,1987,6.6,66202,Comedy; Fantasy; Horror,,,,,,,,,
Just Beyond,1987,5.8,414,Comedy; Fantasy; Horror,,,,,,,,,
Fantastic Beasts and Where to Find Them,2016,7.3,429713,Adventure; Family; Fantasy,,,,,,,,,
Mulan,2020,5.7,136564,Action; Adventure; Drama,,,,,,,,,
About Time,2013,7.8,323864,Comedy; Drama; Fantasy,,,,,,,,,
The Ghost and Molly McGee,2013,8.1,205,Animation; Short; Adventure,,,,,,,,,
Fate: The Winx Saga,2013,6.9,33150,Action; Adventure; Drama,,,,,,,,,
Hit and Run,2021,7.1,6963,Action; Crime; Drama,,,,,,,,,
Ferris Bueller's Day Off,1986,7.8,336717,Comedy,,,,,,,,,
When Calls the Heart,1986,8.1,11716,Drama; Family; Romance,,,,,,,,,
Big Mouth,1986,7.9,63265,Animation; Comedy; Romance,,,,,,,,,
Travelers,1986,8.1,50720,Drama; Mystery; Sci-Fi,,,,,,,,,
Californication,1986,8.3,175443,Comedy; Drama,,,,,,,,,
Scream Queens,1986,7.1,37728,Comedy; Horror; Mystery,,,,,,,,,
Lara Croft: Tomb Raider,2001,5.8,204276,Action; Adventure; Fantasy,,,,,,,,,
Attack of the Hollywood Cliches!,2021,6.1,2137,Documentary; Comedy,,,,,,,,,
Full Metal Jacket,1987,8.3,703407,Drama; War,,,,,,,,,
Ratched,1987,7.3,47207,Crime; Drama; Mystery,,,,,,,,,
RED,2010,7,299106,Action; Comedy; Crime,,,,,,,,,
The Game,1997,7.7,370750,Action; Drama; Mystery,,,,,,,,,
The New Mutants,2020,5.3,67155,Action; Horror; Mystery,,,,,,,,,
Aladdin,2019,6.9,245698,Adventure; Comedy; Family,,,,,,,,,
Fast & Furious Presents: Hobbs & Shaw,2019,6.4,194931,Action; Adventure; Thriller,,,,,,,,,
Ouija: Origin of Evil,2016,6.2,58020,Drama; Horror; Mystery,,,,,,,,,
Shazam!,2019,7,296642,Action; Adventure; Comedy,,,,,,,,,
Road to Perdition,2002,7.7,257655,Crime; Drama; Thriller,,,,,,,,,
Home Again,2017,5.8,30703,Comedy; Drama; Romance,,,,,,,,,
The Human Centipede (First Sequence),2009,4.4,76180,Horror,,,,,,,,,
Batman & Robin,1997,3.8,241590,Action; Sci-Fi,,,,,,,,,
You Only Live Twice,1967,6.9,103911,Action; Adventure; Thriller,,,,,,,,,
The Shield,1967,8.7,76366,Crime; Drama; Thriller,,,,,,,,,
The Breakfast Club,1985,7.8,373312,Comedy; Drama,,,,,,,,,
Aftermath,2021,5.3,12053,Drama; Horror; Mystery,,,,,,,,,
Predator,1987,7.8,388411,Action; Adventure; Sci-Fi,,,,,,,,,
Father Brown,1987,7.7,9196,Crime; Drama; Mystery,,,,,,,,,
True Romance,1993,7.9,217377,Crime; Drama; Romance,,,,,,,,,
Southpaw,2015,7.4,226759,Action; Crime; Drama,,,,,,,,,
Reba,2015,6.6,14309,Comedy; Drama,,,,,,,,,
Firebase,2017,7.1,3912,Short; Horror; Sci-Fi,,,,,,,,,
The Imitation Game,2014,8,719930,Biography; Drama; Thriller,,,,,,,,,
Greenland,2020,6.4,100856,Action; Drama; Thriller,,,,,,,,,
Hairspray,2007,6.7,124390,Comedy; Drama; Musical,,,,,,,,,
Ghost,1990,7.1,206313,Drama; Fantasy; Romance,,,,,,,,,
Armageddon,1998,6.7,408801,Action; Adventure; Sci-Fi,,,,,,,,,
Havoc,2022,No Rate,No Votes,Action; Thriller,,,,,,,,,
Starship Troopers,1997,7.2,280324,Action; Adventure; Sci-Fi,,,,,,,,,
Freddy vs. Jason,2003,5.7,114924,Action; Horror,,,,,,,,,
Mrs. Doubtfire,1993,7,256622,Comedy; Drama; Family,,,,,,,,,
Frozen,2013,7.4,593439,Animation; Adventure; Comedy,,,,,,,,,
Happy Gilmore,1996,7,209266,Comedy; Sport,,,,,,,,,
Poldark,1996,8.3,28390,Drama; History; Romance,,,,,,,,,
Blood & Water,1996,6.5,2610,Drama; Mystery,,,,,,,,,
Big Trouble in Little China,1986,7.3,131632,Action; Adventure; Comedy,,,,,,,,,
The Blind Side,2009,7.6,309095,Biography; Drama; Sport,,,,,,,,,
The Mist,2007,7.1,291982,Horror; Sci-Fi; Thriller,,,,,,,,,
King Richard,2021,6.7,250,Biography; Drama; Sport,,,,,,,,,
The Terminal,2004,7.4,429358,Comedy; Drama; Romance,,,,,,,,,
Scream,2004,7.1,37042,Comedy; Crime; Drama,,,,,,,,,
Schmigadoon!,2004,7.3,6207,Comedy; Musical,,,,,,,,,
Thor: The Dark World,2013,6.8,630536,Action; Adventure; Fantasy,,,,,,,,,
Zygote,2017,7.2,4465,Short; Horror; Sci-Fi,,,,,,,,,
The Graduate,1967,8,263718,Comedy; Drama; Romance,,,,,,,,,
El juego de las llaves,1967,6.7,1484,Drama; Romance,,,,,,,,,
Octopussy,1983,6.5,101261,Action; Adventure; Thriller,,,,,,,,,
Stand by Me,1986,8.1,381082,Adventure; Drama,,,,,,,,,
Total Recall,1990,7.5,315381,Action; Sci-Fi; Thriller,,,,,,,,,
The Mother,2003,6.8,4189,Drama; Romance,,,,,,,,,
Midnight in Paris,2011,7.7,403980,Comedy; Fantasy; Romance,,,,,,,,,
The Terminator,1984,8,822248,Action; Sci-Fi,,,,,,,,,
The Fast and the Furious,2001,6.8,368789,Action; Crime; Thriller,,,,,,,,,
Enola Holmes,2020,6.6,150248,Action; Adventure; Crime,,,,,,,,,
King of the Hill,2020,7.3,48428,Animation; Comedy; Drama,,,,,,,,,
Not Another Teen Movie,2001,5.7,101791,Comedy,,,,,,,,,
Twin Peaks,2017,8.5,62089,Crime; Drama; Fantasy,,,,,,,,,
Clarkson's Farm,2017,9.1,23812,Documentary; Reality-TV,,,,,,,,,
The Rite,2011,6,94364,Drama; Horror; Mystery,,,,,,,,,
21 Jump Street,2012,7.2,528589,Action; Comedy; Crime,,,,,,,,,
Star Wars: Episode VIII - The Last Jedi,2017,6.9,590531,Action; Adventure; Fantasy,,,,,,,,,
The Killing of a Sacred Deer,2017,7,136351,Drama; Horror; Mystery,,,,,,,,,
Colony,2017,7.4,33588,Action; Adventure; Drama,,,,,,,,,
Lucy,2014,6.4,468355,Action; Sci-Fi; Thriller,,,,,,,,,
Derry Girls,2014,8.4,25707,Comedy,,,,,,,,,
Black Panther: Wakanda Forever,2022,No Rate,No Votes,Action; Adventure; Drama,,,,,,,,,
Blood Red Sky,2021,6.1,38932,Action; Horror; Thriller,,,,,,,,,
You Belong to Me,2021,5.3,3539,Drama; Mystery; Thriller,,,,,,,,,
American Gangster,2007,7.8,407369,Biography; Crime; Drama,,,,,,,,,
Dolittle,2020,5.6,55368,Adventure; Comedy; Family,,,,,,,,,
Dark Phoenix,2019,5.7,170773,Action; Adventure; Sci-Fi,,,,,,,,,
The Shape of Water,2017,7.3,394482,Adventure; Drama; Fantasy,,,,,,,,,
Survivor,2017,7.3,23175,Adventure; Game-Show; Reality-TV,,,,,,,,,
The Hunt for Red October,1990,7.6,189008,Action; Adventure; Thriller,,,,,,,,,
The Monster Squad,1987,7,30822,Action; Comedy; Fantasy,,,,,,,,,
The Mindy Project,1987,7.4,30142,Comedy,,,,,,,,,
Divergent,2014,6.6,440217,Action; Adventure; Mystery,,,,,,,,,
L.A.'s Finest,2014,6.1,6383,Action; Comedy; Crime,,,,,,,,,
Unforgiven,1992,8.2,392997,Drama; Western,,,,,,,,,
Taskmaster,1992,9,8872,Comedy; Game-Show,,,,,,,,,
The Marksman,2021,5.6,23041,Action; Drama; Thriller,,,,,,,,,
Parenthood,2021,8.2,32833,Comedy; Drama,,,,,,,,,
Fighting with My Family,2019,7.1,74761,Biography; Comedy; Drama,,,,,,,,,
Penny Dreadful,2019,8.2,116460,Drama; Fantasy; Horror,,,,,,,,,
Planet of the Apes,2001,5.7,214997,Action; Adventure; Sci-Fi,,,,,,,,,
Army of Darkness,1992,7.5,168896,Comedy; Horror,,,,,,,,,
Run,2020,6.7,60144,Mystery; Thriller,,,,,,,,,
World War Z,2013,7,627735,Action; Adventure; Horror,,,,,,,,,
Underworld,2003,7,260948,Action; Fantasy; Thriller,,,,,,,,,
Spotlight,2015,8.1,443922,Biography; Crime; Drama,,,,,,,,,
Bellbottom,2021,6.2,18108,Action; Thriller,,,,,,,,,
Baki,2021,6.7,4754,Animation; Action; Drama,,,,,,,,,
Atlanta,2021,8.6,58326,Comedy; Drama; Music,,,,,,,,,
The Blair Witch Project,1999,6.5,244656,Horror; Mystery,,,,,,,,,
Beckett,2021,5.6,21794,Action; Crime; Drama,,,,,,,,,
One Punch Man: Wanpanman,2021,8.8,133779,Animation; Action; Comedy,,,,,,,,,
Iron Man Three,2013,7.1,793632,Action; Adventure; Sci-Fi,,,,,,,,,
Do-ga-ni,2011,8.1,13284,Drama,,,,,,,,,
Dave,2011,8.3,15304,Comedy; Music,,,,,,,,,
The Ranch,2011,7.5,35793,Comedy; Drama; Western,,,,,,,,,
Sweet Home Alabama,2002,6.2,107480,Comedy; Romance,,,,,,,,,
Natural Born Killers,1994,7.3,225207,Action; Crime; Drama,,,,,,,,,
Wild Things,1998,6.5,114853,Crime; Drama; Mystery,,,,,,,,,
Castle Rock,1998,7.6,41820,Drama; Fantasy; Horror,,,,,,,,,
Forbrydelsen,1998,8.4,25942,Crime; Drama; Mystery,,,,,,,,,
JAG,1998,6.6,17409,Action; Crime; Drama,,,,,,,,,
Shadowhunters: The Mortal Instruments,1998,6.6,57588,Action; Drama; Fantasy,,,,,,,,,
Dirty John,1998,7.2,19007,Crime; Drama,,,,,,,,,
The Terror,1998,7.9,41518,Adventure; Drama; History,,,,,,,,,
Fargo,1996,8.1,644973,Crime; Drama; Thriller,,,,,,,,,
"Love Victor",1996,8.1,12263,Comedy; Drama; Romance,,,,,,,,,
The Help,2011,8,440341,Drama,,,,,,,,,
Munich,2005,7.5,219774,Action; Drama; History,,,,,,,,,
I Spit on Your Grave,2010,6.3,80557,Horror; Thriller,,,,,,,,,
Terminator: Dark Fate,2019,6.2,163583,Action; Adventure; Sci-Fi,,,,,,,,,
Alice in Wonderland,2010,6.4,396924,Adventure; Family; Fantasy,,,,,,,,,
Queens,2010,No Rate,No Votes,Drama; Music,,,,,,,,,
All About Eve,1950,8.2,126291,Drama,,,,,,,,,
Things Heard & Seen,2021,5.3,26809,Drama; Horror; Mystery,,,,,,,,,
Paradise Hills,2019,5.4,21145,Fantasy; Sci-Fi; Thriller,,,,,,,,,
Martyrs,2008,7.1,88087,Horror,,,,,,,,,
Zootopia,2016,8,460226,Animation; Adventure; Comedy,,,,,,,,,
Ghost in the Shell,2017,6.3,206127,Action; Crime; Drama,,,,,,,,,
Vikings: Valhalla,2017,No Rate,No Votes,Action; Adventure; Drama,,,,,,,,,
Midnight,2021,6.6,871,Thriller,,,,,,,,,
The Turning,2020,3.8,11947,Drama; Horror; Mystery,,,,,,,,,
Baywatch,2017,5.5,174777,Action; Comedy; Crime,,,,,,,,,
That Thing You Do!,1996,6.9,65575,Comedy; Drama; Music,,,,,,,,,
The L Word,1996,7.6,25328,Drama; Romance,,,,,,,,,
Under the Skin,2013,6.3,136184,Drama; Horror; Sci-Fi,,,,,,,,,
A Mouthful of Air,2021,No Rate,No Votes,Drama,,,,,,,,,
Blush,2021,7.7,767,Animation; Short; Sci-Fi,,,,,,,,,
New Tricks,2021,7.8,6214,Comedy; Crime; Drama,,,,,,,,,
Dallas,2021,7,13719,Drama; Romance,,,,,,,,,
The Devil Wears Prada,2006,6.9,391489,Comedy; Drama,,,,,,,,,
John Wick: Chapter 2,2017,7.5,395905,Action; Crime; Thriller,,,,,,,,,
My Cousin Vinny,1992,7.6,115033,Comedy; Crime,,,,,,,,,
For Your Eyes Only,1981,6.7,96673,Action; Adventure; Thriller,,,,,,,,,
Silver Linings Playbook,2012,7.7,682108,Comedy; Drama; Romance,,,,,,,,,
Road Trip,2000,6.4,163615,Comedy,,,,,,,,,
Point Break,1991,7.3,169670,Action; Crime; Thriller,,,,,,,,,
Roseanne,1991,7,41387,Comedy; Drama,,,,,,,,,
The Untouchables,1987,7.9,295516,Crime; Drama; Thriller,,,,,,,,,
Crooked House,2017,6.3,21361,Crime; Drama; Mystery,,,,,,,,,
The Wizard of Oz,1939,8,380235,Adventure; Family; Fantasy,,,,,,,,,
Cinderella,2015,6.9,169105,Adventure; Drama; Family,,,,,,,,,
A Bridge Too Far,1977,7.4,54645,Drama; History; War,,,,,,,,,
The Mitchells vs the Machines,2021,7.7,76940,Animation; Adventure; Comedy,,,,,,,,,
Blade,1998,7.1,257516,Action; Horror; Sci-Fi,,,,,,,,,
The Final Girls,2015,6.6,42736,Comedy; Drama; Fantasy,,,,,,,,,
Casino Royale,1967,5.1,28917,Comedy,,,,,,,,,
Fear of Rain,2021,5.9,5536,Drama; Horror; Thriller,,,,,,,,,
Kimi no na wa.,2016,8.4,226939,Animation; Drama; Fantasy,,,,,,,,,
The House That Jack Built,2018,6.8,66537,Crime; Drama; Horror,,,,,,,,,
Coal Miner's Daughter,1980,7.5,17809,Biography; Drama; Music,,,,,,,,,
Just Mercy,2019,7.6,57183,Biography; Crime; Drama,,,,,,,,,
Scream 3,2000,5.6,129243,Horror; Mystery,,,,,,,,,
Eiffel,2021,6.4,325,Biography; Drama; History,,,,,,,,,
Verdens verste menneske,2021,8.2,1023,Comedy; Drama,,,,,,,,,
Ocean's Eleven,2001,7.7,540659,Crime; Thriller,,,,,,,,,
Major Dad,2001,6.4,2443,Comedy; Family,,,,,,,,,
Bad Boys,1995,6.9,251286,Action; Comedy; Crime,,,,,,,,,
The Ritual,2017,6.3,87392,Horror; Mystery; Thriller,,,,,,,,,
Ratatouille,2007,8,671712,Animation; Adventure; Comedy,,,,,,,,,
Inspector Morse,2007,8.2,11095,Crime; Drama; Mystery,,,,,,,,,
Underwater,2020,5.8,72580,Adventure; Horror; Sci-Fi,,,,,,,,,
La vita è bella,1997,8.6,654219,Comedy; Drama; Romance,,,,,,,,,
Van Helsing,1997,6.2,20576,Action; Drama; Fantasy,,,,,,,,,
Bud Abbott Lou Costello Meet Frankenstein,1948,7.4,16974,Comedy; Family; Fantasy,,,,,,,,,
"Monsters Inc.",2001,8.1,853277,Animation; Adventure; Comedy,,,,,,,,,
Back to Life,2001,7.5,4249,Comedy; Drama,,,,,,,,,
Falling for Figaro,2020,6.1,263,Comedy; Romance,,,,,,,,,
Sonic the Hedgehog,2020,6.5,106840,Action; Adventure; Comedy,,,,,,,,,
Scouts Guide to the Zombie Apocalypse,2015,6.3,48670,Action; Comedy; Horror,,,,,,,,,
Fast Times at Ridgemont High,1982,7.2,100284,Comedy; Drama,,,,,,,,,
C'mon C'mon,2021,8,229,Drama,,,,,,,,,
The Karate Kid,1984,7.3,208969,Action; Drama; Family,,,,,,,,,
Commando,1985,6.7,153193,Action; Adventure; Thriller,,,,,,,,,
Evil Dead,2013,6.5,163319,Horror,,,,,,,,,
Amphibia,2013,8.1,3342,Animation; Action; Adventure,,,,,,,,,
The Perks of Being a Wallflower,2012,7.9,482833,Drama; Romance,,,,,,,,,
The Man from U.N.C.L.E.,2015,7.3,291228,Action; Adventure; Comedy,,,,,,,,,
Room,2015,8.1,394244,Drama; Thriller,,,,,,,,,
District 9,2009,7.9,656442,Action; Sci-Fi; Thriller,,,,,,,,,
Degrassi: The Next Generation,2009,7.4,12723,Drama; Romance,,,,,,,,,
"Magnum P.I.",2009,7.5,23800,Action; Adventure; Crime,,,,,,,,,
Kingdom of Heaven,2005,7.2,276066,Action; Adventure; Drama,,,,,,,,,
Cosmic Sin,2021,2.5,10329,Action; Adventure; Sci-Fi,,,,,,,,,
G.I. Joe: The Rise of Cobra,2009,5.8,204827,Action; Adventure; Sci-Fi,,,,,,,,,
Event Horizon,1997,6.7,168940,Horror; Sci-Fi; Thriller,,,,,,,,,
Hunters,1997,7.2,35064,Crime; Drama; Mystery,,,,,,,,,
Friday the 13th Part 2,1981,6.1,63824,Horror; Mystery; Thriller,,,,,,,,,
For Life,1981,7.7,5719,Biography; Crime; Drama,,,,,,,,,
The Girlfriend Experience,1981,7,10068,Drama,,,,,,,,,
Identity,2003,7.3,235927,Mystery; Thriller,,,,,,,,,
Warrior,2011,8.1,451014,Action; Drama; Sport,,,,,,,,,
Sleepers,1996,7.6,208408,Crime; Drama; Thriller,,,,,,,,,
The Brokenwood Mysteries,1996,7.9,3529,Crime; Drama; Mystery,,,,,,,,,
Superbad,2007,7.6,544593,Comedy,,,,,,,,,
The Lion King,2019,6.8,227258,Animation; Adventure; Drama,,,,,,,,,
The Nice Guys,2016,7.4,301176,Action; Comedy; Crime,,,,,,,,,
War Dogs,2016,7.1,195267,Biography; Comedy; Crime,,,,,,,,,
Booksmart,2019,7.2,107068,Comedy,,,,,,,,,
Mystic River,2003,7.9,438092,Crime; Drama; Mystery,,,,,,,,,
Babylon,2022,No Rate,No Votes,Drama,,,,,,,,,
Zero Dark Thirty,2012,7.4,286004,Drama; History; Thriller,,,,,,,,,
Baking Impossible,2012,6.9,251,Game-Show; Reality-TV,,,,,,,,,
The Croods: A New Age,2020,7,33732,Animation; Adventure; Comedy,,,,,,,,,
Cherry,2021,6.6,26446,Crime; Drama,,,,,,,,,
Snowfall,2021,8.2,14115,Crime; Drama,,,,,,,,,
Full House,2021,6.7,55148,Comedy; Drama; Family,,,,,,,,,
Nymphomaniac: Vol. I,2013,6.9,119998,Drama,,,,,,,,,
Crash,1996,6.4,56469,Drama,,,,,,,,,
A Series of Unfortunate Events,1996,7.8,56859,Adventure; Comedy; Drama,,,,,,,,,
Midnight in the Switchgrass,2021,4.4,3858,Action; Crime; Thriller,,,,,,,,,
Prey,2021,4.2,5584,Adventure; Drama; Thriller,,,,,,,,,
Tata muta muntii,2021,5.5,2584,Drama; Thriller,,,,,,,,,
Locke,2013,7.1,143172,Drama,,,,,,,,,
The Maze Runner,2014,6.8,438613,Action; Mystery; Sci-Fi,,,,,,,,,
Captain America: The Winter Soldier,2014,7.7,780201,Action; Adventure; Sci-Fi,,,,,,,,,
Batman: The Animated Series,2014,9,93916,Animation; Action; Adventure,,,,,,,,,
Ocean's Eight,2018,6.3,202147,Action; Comedy; Crime,,,,,,,,,
Chaos,2005,6.5,53516,Action; Crime; Drama,,,,,,,,,
Napoleon Dynamite,2004,6.9,207155,Comedy,,,,,,,,,
Tinker Tailor Soldier Spy,2011,7.1,194386,Drama; Mystery; Thriller,,,,,,,,,
Fifty Shades Freed,2018,4.5,60589,Drama; Romance; Thriller,,,,,,,,,
The Hardy Boys,2018,7.1,1667,Adventure; Drama; Family,,,,,,,,,
Tremors,1990,7.1,129279,Comedy; Horror,,,,,,,,,
Time,1990,8.3,14288,Crime; Drama,,,,,,,,,
Dirilis: Ertugrul,1990,8,32886,Action; Adventure; Drama,,,,,,,,,
Hustle,2022,No Rate,No Votes,Comedy; Drama; Sport,,,,,,,,,
Only Fools and Horses....,2022,8.9,48563,Comedy,,,,,,,,,
The Legend of Korra,2022,8.4,112152,Animation; Action; Adventure,,,,,,,,,
Twelve Monkeys,1995,8,597021,Mystery; Sci-Fi; Thriller,,,,,,,,,
Moonraker,1979,6.3,95957,Action; Adventure; Sci-Fi,,,,,,,,,
The Curious Case of Benjamin Button,2008,7.8,615830,Drama; Fantasy; Romance,,,,,,,,,
Major Crimes,2008,7.7,13076,Action; Crime; Drama,,,,,,,,,
Hauru no ugoku shiro,2004,8.2,359403,Animation; Adventure; Family,,,,,,,,,
Strike Back,2004,8.2,30458,Action; Drama; Thriller,,,,,,,,,
The Thing,2011,6.2,126787,Horror; Mystery; Sci-Fi,,,,,,,,,
Remember the Titans,2000,7.8,205427,Biography; Drama; Sport,,,,,,,,,
Casablanca,1942,8.5,544369,Drama; Romance; War,,,,,,,,,
The Neon Demon,2016,6.2,89746,Horror; Thriller,,,,,,,,,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.6,52432,Comedy; Crime,,,,,,,,,
Carlito's Way,1993,7.9,209010,Crime; Drama; Thriller,,,,,,,,,
Argo,2012,7.7,591671,Biography; Drama; Thriller,,,,,,,,,
Ad Astra,2019,6.5,215183,Adventure; Drama; Mystery,,,,,,,,,
Tropic Thunder,2008,7,395461,Action; Comedy; War,,,,,,,,,
"The Chronicles of Narnia: The Lion the Witch and the Wardrobe",2005,6.9,379614,Adventure; Family; Fantasy,,,,,,,,,
Happy Days,2005,7.4,17491,Comedy; Family; Music,,,,,,,,,
The Talented Mr. Ripley,1999,7.4,196652,Crime; Drama; Thriller,,,,,,,,,
Sherlock Holmes,2009,7.6,604389,Action; Adventure; Mystery,,,,,,,,,
Sound of Metal,2019,7.8,106794,Drama; Music,,,,,,,,,
Rocky,1976,8.1,541409,Drama; Sport,,,,,,,,,
Sleepy Hollow,1976,7.4,58949,Action; Adventure; Crime,,,,,,,,,
The Great North,1976,6.5,2265,Animation; Comedy,,,,,,,,,
Shaun of the Dead,2004,7.9,532099,Comedy; Horror,,,,,,,,,
Apocalypto,2006,7.8,300439,Action; Adventure; Drama,,,,,,,,,
